web-scraper-order,web-scraper-start-url,category-link,category-link-href,sub-category,sub-category-href,product-links,product-links-href,brand,foundation-category,foundation-category-href,name,next-page,next-page-href,reviews-text,top-positive-review,stars,review-keyword,top-negative-review
"1588348076-5105","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Colour Clique Colour Correcting Palette","https://www.ulta.com/colour-clique-colour-correcting-palette?productId=xlsImpprod16241034","Lottie London","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Colour Clique Colour Correcting Palette","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","","","","Jury is still out"
"1588349338-6415","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Concealer Broad Spectrum SPF 20","https://www.ulta.com/concealer-broad-spectrum-spf-20?productId=prod2093950","bareMinerals","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Concealer Broad Spectrum SPF 20","","","Very surprised on the color. Bought Summer Bisque easy to apply blends nicely but the color on looked completely different than prior to use. My under eyes looked grayish white.... very unnatural. Returned for a different shade Bisque had cooler undertones but still looked too light next shade was too dark. They are not making normal shades like they use too. Disappointed!","","2","Disappointed",""
"1588348780-5959","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Quick Fix Concealer Stick","https://www.ulta.com/quick-fix-concealer-stick?productId=xlsImpprod1810223","Dermablend","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Quick Fix Concealer Stick","","","It is portable and can easily be carried in a purse.","","5","I would buy this product again.",""
"1588349009-6263","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal + Perfect 2-in-1 Foundation + Concealer","https://www.ulta.com/conceal-perfect-2-in-1-foundation-concealer?productId=xlsImpprod17081067","Milani","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Conceal + Perfect 2-in-1 Foundation + Concealer","","","Foundation it covers very will. It is my favorite drug brand.","","5","I would buy it again!!",""
"1588348546-5676","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","FaceStudio Master Camo Color Correcting Pen","https://www.ulta.com/facestudio-master-camo-color-correcting-pen?productId=xlsImpprod16211179","Maybelline","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","FaceStudio Master Camo Color Correcting Pen","","","I bought both colors. I'm not totally impressed but they work ok. oddly, the black ink on the tube came off and got all over my hands. I didnt realize until I started to blend it in and got black ink on my skin.","","3","ok",""
"1588349043-6310","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Line Smoothing Concealer","https://www.ulta.com/line-smoothing-concealer?productId=xlsImpprod10791951","Clinique","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Line Smoothing Concealer","","","It covers perfectly and doesn't accentuate my fine lines.","","5","Recommended",""
"1588348346-5405","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Stay Woke Luminous Brightening Concealer","https://www.ulta.com/stay-woke-luminous-brightening-concealer?productId=pimprod2006201","UOMA Beauty","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Stay Woke Luminous Brightening Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I love this concealer! I have combo/ oily skin but dry undereyes and this handles both. It has good coverage w/o looking cakey.","","5","HG",""
"1588348325-5379","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Complete Remedy Silque Concealer","https://www.ulta.com/complete-remedy-silque-concealer?productId=pimprod2005662","Elcie Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Complete Remedy Silque Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","Shaps Tape, Too Faced, and IT Cosmetics who? Seriously can't say enough good things about this concealer! Coverage is high medium and natural-looking. Consistency is perfect - it blends easily and effortlessly, but not so much that you have to layer. It doesn't crease throughout long days and doesn't feel heavy or drying on the undereyes. So glad that I stumbled onto this amazing and underrated concealer!","","5","Perfection in a tube",""
"1588349561-6709","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Radiant Creamy Concealer","https://www.ulta.com/radiant-creamy-concealer?productId=xlsImpprod15251325","NARS","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Radiant Creamy Concealer","","","absolutely love this concealer. great coverage but not too heavy. this is probably my 6th or 7th time buying.","","5","love love loovvveee this concealer",""
"1588348641-5774","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Meet You Hue Concealer","https://www.ulta.com/meet-you-hue-concealer?productId=pimprod2011475","Dose Of Colors","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Meet You Hue Concealer","","","Finally a company that makes a light enough shade for us fair toned girls! LOVE this concealer especially paired with the foundation. Amazing coverage and the packaging is perfect! Keep up the amazing releases DOC!","","5","LOVE!",""
"1588347715-4842","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Clear Complexion Concealer","https://www.ulta.com/clear-complexion-concealer?productId=xlsImpprod3520009","Almay","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Clear Complexion Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","I. Love. This. So. Much. Okay. I am seventeen. Pale. Never used anything but the lightest shade in ANY makeup. I had acne for five years, but I've recently got it completely under control (THANK YOU, DERMATOLOGIST! ). I have very oily/dry/sensitive/combination/I-have-no-idea-what-is-happening skin. ...","","",""
"1588347731-4854","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal & Define Supersize Concealer","https://www.ulta.com/conceal-define-supersize-concealer?productId=pimprod2000265","Makeup Revolution","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Conceal & Define Supersize Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","amazing coverage and doesnt crease heavily, and I'm someone who has some pretty bad creases under the eye. I just wish the shade range was better. everything was just so heavily pink toned and looked ashy.","","4","Wish it wasn't so pink toned",""
"1588349507-6638","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Born This Way Super Coverage Multi-Use Sculpting Concealer","https://www.ulta.com/born-this-way-super-coverage-multi-use-sculpting-concealer?productId=xlsImpprod18631033","Too Faced","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Born This Way Super Coverage Multi-Use Sculpting Concealer","","","I swear by this concealer - it pretty much blows every other concealer out of the water (even shape tape).  I bought this when it was on sale a couple of months ago wanting to try something new, and I've been using it every day since.  A little goes a long way, it's perfect for that natural look and is a wonderful sculpting tool.  It doesn't dry/look/feel cakey, it blends out really well, and it stays on through my active work days.  Will definitely continue to buy this.","","5","The Best",""
"1588348925-6159","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Bye Bye Breakout Full-Coverage Concealer","https://www.ulta.com/bye-bye-breakout-full-coverage-concealer?productId=xlsImpprod16411277","It Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Bye Bye Breakout Full-Coverage Concealer","","","","I bought this on a whim to try because everything the IT-gal touches usually turns to cosmetic gold however, I'm on the fence with this product. I'm a chronic sufferer from dehydrated, sensitive, acne-prone skin so I tend to be cautious with products I use. So far this treating concealer has not cau...","","",""
"1588349285-6344","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Stay Naked Correcting Concealer","https://www.ulta.com/stay-naked-correcting-concealer?productId=pimprod2007470","Urban Decay Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Stay Naked Correcting Concealer","","","I use this concealer alongside it's sister foundation as well as other foundations. I love to also wear the concealer by itself, which i enjoy doing with all concealers, without foundation. Makes an even simpler and more effortless but still stunning approach.

Cheap packaging","","5","Great medium-full coverage buildable concealer",""
"1588348852-6055","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Infallible Full Wear Waterproof Concealer","https://www.ulta.com/infallible-full-wear-waterproof-concealer?productId=pimprod2002563","L'Oréal","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Infallible Full Wear Waterproof Concealer","","","This is the first concealer i've used that doesn't make my under eyes look cakey and disgusting","","5","best concealer!!",""
"1588348831-6023","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Light Shifter Brightening Concealer","https://www.ulta.com/light-shifter-brightening-concealer?productId=pimprod2011940","BECCA Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Light Shifter Brightening Concealer","","","Not great.  Very thin & doesn't cover well. This was actually the first Becca product I bought and probably won't be trying this brand again.","","2","Not impressed",""
"1588348252-5296","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Ultimate Coverage Crease Proof Concealer","https://www.ulta.com/ultimate-coverage-crease-proof-concealer?productId=pimprod2007569","Revolution PRO","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Ultimate Coverage Crease Proof Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","My new favorite!","","",""
"1588348748-5923","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Youthful Glow Concealer","https://www.ulta.com/youthful-glow-concealer?productId=pimprod2003098","ULTA","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Youthful Glow Concealer","","","","","","","This concealer is made for ppl with dry skin. It is very hydrating and goes on wet without drying down. It does come off very easily and needs to be set with a powder. I thought I would give this a try assuming although it hydrating and medium coverage that it still would be buildable. After apply 4..."
"1588348978-6218","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Correcting Concealer Broad Spectrum SPF 20","https://www.ulta.com/correcting-concealer-broad-spectrum-spf-20?productId=xlsImpprod4540223","bareMinerals","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Correcting Concealer Broad Spectrum SPF 20","","","I really liked this at first but over time I've noticed that lint seems to catch in the concealer. I don't know how since I keep the lid shut and it's not open much when I am using it. So it kind of bothers me that it not sanitary. Also it's not good to use near the eyes bc it has spf and if the concealer gets in your eyes it burns. But it works pretty well to cover blemishes. I do wish the undertones weren't so yellow though.","","3","Liked it at first",""
"1588349583-6749","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Shape Tape Concealer","https://www.ulta.com/shape-tape-concealer?productId=xlsImpprod14251035","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Shape Tape Concealer","","","","","","","I bought this twice and returned it twice. I tried to love it, I really did! It was too dry for my under eyes and did not stay on when I used it to conceal imperfections. I don't have weird skin, I'm not super oily or really dry. I lean towards combination to dry. Of course, just like everyone else,..."
"1588347891-4943","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Smooth Liquid Camo Concealer","https://www.ulta.com/smooth-liquid-camo-concealer?productId=xlsImpprod11381019","Dermablend","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Smooth Liquid Camo Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","Smooth, easy application. Matte like finish. Just what I wanted!","","5","Best buy",""
"1588348304-5367","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Concealer Pencil","https://www.ulta.com/concealer-pencil?productId=xlsImpprod15581007","NUDESTIX","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Concealer Pencil","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","I have tried many concealers, but this one is the best one I have ever used. Covers redness and dark circles under the eyes perfectly. Goes on smoothly and doesn't look dry or cakey. Even though I am extremely fair (cool pale porcelain complexion), the light option actually works for me. The color i...","","",""
"1588348609-5761","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Flawless Fusion Ultra-Longwear Concealer","https://www.ulta.com/flawless-fusion-ultra-longwear-concealer?productId=pimprod2012431","Laura Mercier","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Flawless Fusion Ultra-Longwear Concealer","","","I was disappointed in this concealer. I feel like the whole point of using a concealer is to cover up dark circles and dark spots as well as contour. I didn't feel like this concealer didn't do any of those things. The coverage and formula was too similar to a foundation.","","2","Doesn't Cover Dark Circles",""
"1588348252-5294","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Ultimate Coverage Crease Proof Concealer","https://www.ulta.com/ultimate-coverage-crease-proof-concealer?productId=pimprod2007569","Revolution PRO","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Ultimate Coverage Crease Proof Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I am always running late in the morning and this does not help.  It is too thick to apply fast.","","3","hard to apply",""
"1588348366-5431","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Infallible Pro Glow Concealer","https://www.ulta.com/infallible-pro-glow-concealer?productId=xlsImpprod16211147","L'Oréal","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Infallible Pro Glow Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I don't know why but this stuff burns my eyes. Even just putting the tube next to me gets my eyes burning and watering. Good coverage though. Just strong. Mascara also makes my eyes burn so it might just be me hahah","","2","Burns my eyes",""
"1588348483-5585","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","See You Never Concealer","https://www.ulta.com/see-you-never-concealer?productId=pimprod2009414","florence by mills","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","See You Never Concealer","","","This concealer is my go-to. It's very natural so it doesn't make your makeup look caked on. The metal tip is really soothing around my eyes. It also doesn't really crease!","","5","Great concealer!",""
"1588347933-4989","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Bio Brightener Cream Stick","https://www.ulta.com/bio-brightener-cream-stick?productId=pimprod2008562","W3LL PEOPLE","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Bio Brightener Cream Stick","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I absolutely love this foundation stick. It's clever design makes it really easy to apply (just spread on zones that you need it and then blend in with fingertips). I have very sensitive skin and this has not caused me any issues. I wear it over my Vitamin C serum or face balm during the day, and it makes my skin look dewy, healthy and glowing. I live in Colorado and it is very dry here, and this foundation keeps me looking hydrated. I have an olive skin tone and I ordered the medium neutral, and it works perfect for me. Never stop making this!","","5","Best foundation I've ever used",""
"1588347944-5007","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Outlast All-Day Soft Touch Concealer","https://www.ulta.com/outlast-all-day-soft-touch-concealer?productId=xlsImpprod15091011","CoverGirl","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Outlast All-Day Soft Touch Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","I use this concealer on both my glam days and my 10 minute makeup days. Great for both of you don't want a heavy feel. Pair with the finishing powder for a nice finish.","","",""
"1588348097-5120","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","All + Nothing / Concealer","https://www.ulta.com/all-nothing-concealer?productId=pimprod2002578","PYT Beauty","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","All + Nothing / Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","This concealer is super handy! I'm not a big makeup person but I have been wanting to try a concealer. I purchased the light/pink color and it wasn't as much pink as it was yellowy but it still worked with my skin (I put foundation over it). I did find it pretty hard to shop for a concealer online, ...","","",""
"1588348190-5231","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Camouflage + Matt Concealer","https://www.ulta.com/camouflage-matt-concealer?productId=pimprod2003229","Essence","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Camouflage + Matt Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","","","","Caused severe allergic reaction!"
"1588347839-4889","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","True Match Super-Blendable Crayon Concealer","https://www.ulta.com/true-match-super-blendable-crayon-concealer?productId=xlsImpprod4960077","L'Oréal","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","True Match Super-Blendable Crayon Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","Was disappointed in this product. It blends well, but in the process, it didn't cover, as though there wasn't enough pigment in it, like watered down paint would be. I returned it for another brand.","","2","There's better",""
