web-scraper-order,web-scraper-start-url,beauty-wrapper,beauty-wrapper-href,review-text,name,brand,keyword,community-review-text
"1588398389-7371","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","4-in-1 Pressed Mineral Makeup SPF 15","https://www.beautypedia.com/products/4-in-1-pressed-mineral-makeup-spf-15/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","4-in-1 Pressed Mineral Makeup SPF 15","Pürminerals","Powdery Finish","I find this product has too much of a powdery finish which I don't like.  It covers and blends well. I will try their liquid 4 in 1 foundation."
"1588399073-7693","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Long-Wear Even Finish Compact Foundation","https://www.beautypedia.com/products/long-wear-even-finish-compact-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Long-Wear Even Finish Compact Foundation","Bobbi Brown","perfect for even the most sensitive skin","i concur with everything in paula's review.i  love this foundation. i never feel it on, yet it makes my skin look flawless, and it stays put! the best part? no sunscreen. nothing to irritate my skin or make me break out. a true must have foundation."
"1588399073-7674","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Long-Wear Even Finish Compact Foundation","https://www.beautypedia.com/products/long-wear-even-finish-compact-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Long-Wear Even Finish Compact Foundation","Bobbi Brown","Lovely!","Another winner from Beautypedia reviews! This foundation leaves my mature skin with a healthy glow.I love it!"
"1588396921-7171","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Natural Performance Foundation","https://www.beautypedia.com/products/natural-performance-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Natural Performance Foundation","Lorac","Best Foundation Ever!","I LOVE this foundation! This blends so well into my combo/oily skin, and looks soooo smooth and natural. Most foundations are too shiny in finish, and look cakey and obvious, but this almost melds with skin to create a second (better) skin. Tit. Dioxide is the 3rd ingredient so wouldn't it likely provide some SPF protection???"
"1588396869-7117","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","TLC Truly Lasting Color 16 Hour Makeup","https://www.beautypedia.com/products/tlc-truly-lasting-color-16-hour-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","TLC Truly Lasting Color 16 Hour Makeup","Almay","Just OK","I've been using this product for about 6 months, and I had a really different experience than some other reviewers, so perhaps the formulation has changed or maybe the formula is different in Canada (I'm Canadian). 
For instance, this is lightweight feeling and not at all heavy, the liquid was easy to blend onto my skin and looked natural. It didn't feel greasy on my oily skin, and it didn't cause breakouts (as far as I could notice). It stays put and doesn't migrate onto your enlarged pores, etc. I can't speak to how this performs on dry/flaky spots because I never have dry skin.
The biggest downside for me is that the coverage just isn't enough for my acne prone skin, because you need something to help cover up the old red marks. This foundation evens out your complexion somewhat, but nothing beyond that. When I use this, I have to put concealer on even my lightest of acne marks, and it doesn't provide much coverage for the slight redness I have around my nose due to allergies. So I would describe the coverage as sheer to light.
Regarding the color, I bought the ""ivory"". My skin tone is between fair and medium, and very neutral so foundations usually leave me looking orange or pink. The ivory matched my skin well, and the product did not oxidise and change color on me.
I paid about $18 CAD for a bottle, so it wasn't THAT expensive but given its performance, I wouldn't buy it again.
I would recommend this to people with oily skin because it is lightweight and not oily, and to people who want something to enhance their complexion rather than to help cover redness or ""spottiness"" from acne."
"1588398786-7533","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Immaculate Liquid Powder Foundation","https://www.beautypedia.com/products/immaculate-liquid-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Immaculate Liquid Powder Foundation","Hourglass Cosmetics","Good quality make-up!","I'm not comfortable with the lavender at all. Even though I think this make-up looks attractive on and is a good quality make-up otherwise."
"1588396886-7150","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Luminous Silk Foundation","https://www.beautypedia.com/products/luminous-silk-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Luminous Silk Foundation","Giorgio Armani","To me this is a gem","I always have a hard time trying to find the right shade for my skin, I can go from light to tan in just one season. So I was so relieved when I found the perfect match on the Armani Luminous Skin.
Not only that, this foundation glides effortlessly on your skin, immediately blends, covering and yet looking like skin. Price may be prohibitive for some people but in reality you only need a drop for a decent coverage."
"1588397061-7238","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Extra Virgin Minerals Powder Foundation","https://www.beautypedia.com/products/extra-virgin-minerals-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Extra Virgin Minerals Powder Foundation","The Body Shop","No coverage and shiny","This is the worst mineral powder I have ever tried. Didn't cover at all and had to use alot of product to even come close! The powder also have alot of shimmer in it so in daylight I looked like I've just came from a long run..."
"1588399350-7790","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Traceless Foundation Stick","https://www.beautypedia.com/products/traceless-foundation-stick/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Traceless Foundation Stick","Tom Ford","Worth the spurge!","I don't understand the poor review.  I have very dry, mature skin and this is lovely.  Sheer out with a brush for medium coverage.  My skin is always moisturized and prepped as usual before applying any foundation.  I use Retina A so my skin can be flaky so serums with hyaluronic acid and good moisturizers are a must for me.  It does not accentuate my large pores(from aging..UGH).  A few swipes to side of my hand then my Real Techniques Foundation brush or fingers OR both to apply and blend give me a beautiful finish!"
"1588398585-7452","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Stay All Day Foundation & Concealer","https://www.beautypedia.com/products/stay-all-day-foundation-concealer/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","This medium coverage, matte finish foundation leaves skin looking fresh and feeling soft, while the full coverage cream concealer—conveniently housed in the bottle's cap—hides specific problem areas.This foundation includes some good anti-irritants and antioxidants, but other than that, Stila's claim about ""oxygen technology"" is not evident in the formula. There is nothing in here that has anything to do with oxygen, but even so, oxygen causes free-radical damage, inside and outside our bodies, and that isn't a good thing—as cumulative free-radical damage is a leading causative factor of aging. The whole concept of using antioxidants is all about reducing the oxidative damage caused by oxygen and other types of free radicals.Oxygen technology claims aside, this long-wearing foundation has merit and is a good option for normal to oily skin. The cream concealer provides good coverage yet is fairly standard and does not offer the same antioxidant blend as the foundation. Also, the waxes and other creamy ingredients in this concealer aren't the best for use on breakouts.With over a dozen shades to choose from, there are matches for fair to dark skin tones, though some shades do tend to pull more peachy-red. You'll want to try on this product in the store and check the results in natural light before purchase.Pros:
  Includes helpful skin-conditioning ingredients and antioxidants.
  Leaves skin feeling soft and looking smooth.
  Convenient packaging; concealer housed in foundation cap.
  Plentiful shades include options for very light to dark skin.
Cons:
  Some shades tend to pull more peachy-red as they set, so watch out for this.
  Pricey.","Stay All Day Foundation & Concealer","Stila","",""
"1588398240-7319","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Amazing Face Oil Free Close-Up Coverage Foundation","https://www.beautypedia.com/products/amazing-face-oil-free-close-up-coverage-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","This liquid foundation earns the ""amazing"" part of its name! It has a dewy finish without looking or feeling greasy. The lightweight texture blends on smoothly and offers medium coverage in flattering, neutral shades, ranging from fair to deep. This is a great option for anyone who doesn't need full coverage and wants a natural look complete with a more even skin tone.
Pros:


	Lightweight liquid texture blends smoothly.
	Dewy finish that doesn't look or feel greasy.
	Flattering, neutral shades, ranging from fair to deep.
	Offers a natural look yet makes skin tone look even.


Cons:


	Not ideal if you need full coverage.","Amazing Face Oil Free Close-Up Coverage Foundation","Too Faced","",""
"1588398769-7506","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Smart Shade Mousse Makeup","https://www.beautypedia.com/products/smart-shade-mousse-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Smart Shade Mousse Makeup","Almay","Excellent foundation","Thank you Paula & Team,  I would never have tried this if it wasn't for your recommendation. I used to believe pricier = better. I tried all foundations from Mac, Clinique to LaMer. This goes on smooth, even and very skin-like, with a soft-focus type finish. it definitely looks very odd in the jar container (grey/white colour)  & I wish Almay would change the pkging so it would be easier to toss into my purse and go. . . however aside from that minor issue this is really an excellent product"
"1588398769-7512","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Smart Shade Mousse Makeup","https://www.beautypedia.com/products/smart-shade-mousse-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Smart Shade Mousse Makeup","Almay","Ehh","I bought it because I love trying on new foundations, especially because I haven't found a good one. # 1 con is there are 3 or 4 shades, that's bad. #2 con is that this foundation sticks to my dry patches, it doesn't go on smoothly either. #3 con is that is comes in a little jar, so you have to stick your finger in there every time to apply it, that's unsanitary. It's mousse make up so you kind of have to apply it with your fingers. I have 3 bc I bought them with coupons, still a waste of $$$."
"1588398133-7275","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Stay Matte Oil-Free Makeup","https://www.beautypedia.com/products/stay-matte-oil-free-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Stay Matte Oil-Free Makeup","Clinique","One of the few foundations that doesn't break me out","I would give this foundation 5 stars, but since I expect SO MUCH from foundation I cannot, not even by the standard set up by the product description. Currently, this is my everyday foundation because of budget limits. My skin is not nice, I have hyper pigmentation, wrinkles and many acne scars. I also have a VERY oily t-zone. This foundation cannot keep me oil free for even 3 hours. Because you don't Stay matte, I took a star off. That said it doesn't make me more oily than I am, which is nice. The foundation feels very light weight and gives medium coverage. It cannot be layered for more coverage. It is long wearing though, and it doesn't break down with average sweat or oiliness during the day. This foundation isn't HG for me because it doesn't help smooth my skin texture, or give me a matte radiance (unlike loreal' pro Matte which does, though that foundation is inferior to this one in many KEY respects). That said, this is unlikely to clog your pores, its water based, gives natural looking medium, matte coverage, doesn't separate under sweat and oil, its long wearing, unscented as far as I can tell, and affordable. This is a solid 4 stars out of 5. I would recommend this to any young people (under 30) with combination to oily skin looking for their first foundation, or anyone if they have an awesome primer/powder combo that smooths their skin already, or has smooth skin like Tati from Youtube. I apply this with a real techniques expert face brush and it blends in super easy. Im around NC 42-43 and the closest match is 15 Beige. If you were NC 44, 45 You could go with 19 Sand, that one is a bit too dark/orange on me but still workable."
"1588398150-7290","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Illuminating Liquid Foundation","https://www.beautypedia.com/products/illuminating-liquid-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Illuminating Liquid Foundation","Stila","Attractive","10 watts is too yellow for fair skin. But attractive enough that an employee at ulta wanted to know if this is what I was  wearing. She wanted to try it on, too."
"1588398804-7548","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Herbal Dual Wet & Dry Foundation","https://www.beautypedia.com/products/herbal-dual-wet-dry-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Herbal Dual Wet & Dry Foundation","Palladio Beauty","I have used this powder foundation for years.","Whew! I am so thankful that this product received a good review. I have used it for years and have always checked to see if Paula had any reviews on Palladio. I was a little nervous to check the review in case there was some evil ingredient in it that I have been using daily. My favorite color is 403 Natural Clary or the next darker one. I don't have it in front of me. I always use it dry and as I'm getting older it sounds like I really need to try using it wet."
"1588399237-7747","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Smooth Finish Foundation Powder","https://www.beautypedia.com/products/smooth-finish-foundation-powder/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Smooth Finish Foundation Powder","Laura Mercier","break out","After using  for several years the powder foundation from Shisheido which is non comedogenic and given no problems at all I thought that the smooth finish foundation powder from Laura Mercier was a good alternative to use.Big mistake after using it : big break out and a real allergic reaction ! The problem ingrediënt : ethylhexylmethoxycinnamate.So if you have a sensitive skin be warned."
"1588397061-7236","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Extra Virgin Minerals Powder Foundation","https://www.beautypedia.com/products/extra-virgin-minerals-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","This is a wonderful soft, finely milled loose-powder foundation that feels nearly weightless on skin, and it is indeed a mineral-based powder.Housed in a screw-top sifter, application requires the standard “mineral makeup method” of shaking out some powder into the lid, swirling the brush in the contents, then applying to your face. That technique works well enough (though it’s messy), but unlike many loose mineral foundations, this one cannot provide full coverage without looking cakey. If you prefer sheer to light coverage and have normal to oily or combination skin, you’re in luck, but that assumes you don’t mind a soft shimmer finish. If you already have oily skin, you want to be cautious about adding extra shine. Of all the Extra Virgin foundations, this one has the most neutral shades that will suit the widest range of fair to tan skin tones.As for the mineral makeup angle, please see More Info below to learn why it’s more marketing angle than a beauty breakthrough. Also refer to More Info for what is a confusing discrepancy regarding the claim that this foundation provides sun protection.
Pros:

Finely milled powder has a light-as-air texture.
Wide range of neutral shades.
Natural-looking sheer to light coverage.
Fragrance-free.


Cons:

Screw-top sifter packaging is messy.
Soft shimmer finish not ideal for combination/oily skin, the skin types this powder foundation is best for.

More Info:Mineral Makeup

The “mineral” in the name of this product is merely a marketing ploy to lead consumers to believe that all things mineral are something special. Mineral makeup generally includes the same cosmetic ingredients that companies have been including in products for years. There is nothing more natural or preferred about makeup labeled mineral than other powders without that designation.Sun Protection Issue

This foundation includes the sunscreen ingredient titanium dioxide, which is capable of providing adequate sun protection, and it’s marked as “sunscreen” on The Body Shop’s website, but NOT on the product itself. Because the titanium dioxide is not designated as “active” on the label, and because there is no accompanying SPF rating, you should absolutely not rely on this product for sun protection.","Extra Virgin Minerals Powder Foundation","The Body Shop","",""
"1588398240-7322","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Amazing Face Oil Free Close-Up Coverage Foundation","https://www.beautypedia.com/products/amazing-face-oil-free-close-up-coverage-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Amazing Face Oil Free Close-Up Coverage Foundation","Too Faced","Terrible packaging","Love the product, hate the glass jar it comes in. As Paula says, ""it's all about the right packaging"". Hard to dispense without pouring too much or too little out.  Because of that the inside of the lid and rim of jar are constantly covered in makeup that overflows onto the bottle. My lid cracked early on so it doesn't close properly.  Wish they'd make new packaging! That said I haven't seen it on the shelves lately, so maybe it's being discontinued? Or they're making new packaging?"
"1588399254-7757","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Luminous Moisturizing Treatment Foundation","https://www.beautypedia.com/products/luminous-moisturizing-treatment-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Luminous Moisturizing Treatment Foundation","Bobbi Brown","Bobbie Brown Foundation","I purchased this foundation at Bloomingdales in September 2013.  I was told it was a replacement for the previous version out on the market. It does go on nicely but now that Paula mentions the irritant, I might have to agree.  I have been having cystic bumps on my face and thought it was my moisturizer. I plan to eliminate it for a while to see if my skin calms down.  For $52 i want dewy, healthy looking skin with no painful bumps."
"1588398371-7359","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Double Wear Stay-in-Place Makeup","https://www.beautypedia.com/products/double-wear-stay-in-place-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Double Wear Stay-in-Place Makeup","Estee Lauder","Holy Grail foundation","This has been my favorite foundation for several years. I was surprised when I read some of the reviews. I don't consider this foundation to be heavy or mask-like at all. First of all, I moisturize and use a good primer.  I use a good foundation brush. And because this foundation is so thin I find it easy to spread a thin layer over my face. It's beautiful. I feel later in the day when I check my face it looks prettier than when I put it on. I don't use it everyday because I have drug store foundations that I like. But I get compliments on my ""skin"" when I wear this foundation. 

For reference I'm 59 with sensitive, normal to dry skin."
"1588398133-7270","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Stay Matte Oil-Free Makeup","https://www.beautypedia.com/products/stay-matte-oil-free-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Stay Matte Oil-Free Makeup","Clinique","Not worth the five stars","Would not recommend it"
"1588398567-7445","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","ColorStay Whipped Crème Makeup","https://www.beautypedia.com/products/colorstay-whipped-crme-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","ColorStay Whipped Crème Makeup","Revlon","My go-to foundation","This is my go-to everyday foundation. In conjunction with my now-three year Paula's Choice skincare regimen, I regularly get compliments on my skin and makeup. Recently, someone asked, ""What kind of makeup do you use?"" while her friend piped in with, ""Is it the makeup or the skin?"" This foundation is buildable for light-to-full coverage, depending on your preference. It seems to have enough pigment so that you really don't have to use a lot, which is good because if you use a heavy hand, it does have a tendency to cake. I prefer my fingertips, using the warmth of my hands to help it melt in. I go back over with a foundation brush to smooth the jawline and around eyes."
"1588398874-7579","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Pro Finish Multi-Use Powder Foundation","https://www.beautypedia.com/products/pro-finish-multi-use-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Pro Finish Multi-Use Powder Foundation","Make Up For Ever","Had to Return It","I also have problems with foundations oxidizing, although my skin is dry to combination, not oily overall. I tried this foundation in a lighter shade than normal.  I found the texture pleasant and creamy. (I applied it with the MUFE pointed Kabuki brush.) But it seemed to give no coverage at all - it didn't even soften the redness at the base of my nose, no matter how much I added, and then it started to look powdery. And an hour later - it turned visibly too yellow on my skin."
"1588398115-7253","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Studio Skin 15 Hour Wear Foundation","https://www.beautypedia.com/products/studio-skin-15-hour-wear-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Studio Skin 15 Hour Wear Foundation","Smashbox","Awesome for oily skin","Great for super oily skin. Really lasts all day, especially forehead, since it comes into least contact during the day. If any rubs off my cheeks from incidental touching, there's still some on my forehead. Truly blends in with my skin--I only apply to the red areas in the center of my face with  a stippling/flat top brush, and it's nearly undetectable. I only see skin, not makeup. It's so long-lasting that it's hard to remove with makeup remover before the end of the day...Love it!"
"1588398567-7446","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","ColorStay Whipped Crème Makeup","https://www.beautypedia.com/products/colorstay-whipped-crme-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","ColorStay Whipped Crème Makeup","Revlon","My favorite winter foundation","I use a powder foundation (light coverage) for summer and was looking for a winter product that was good for my normal to dry skin...and THIS IS IT! I absolutely love everything about this except the ridiculous packaging. Who came up with that?"
"1588398786-7532","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Immaculate Liquid Powder Foundation","https://www.beautypedia.com/products/immaculate-liquid-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Immaculate Liquid Powder Foundation","Hourglass Cosmetics","Not Successful for Me","Couldn't find a successful shade match; was recommended Nude and then Ivory, both are too yellow toned in natural light - I see no color difference on my skin between them.  Difficult to apply even with brush; have very oily skin and was too heavy for me to use daily. $110 (plus tax) dollars down the drain! I also bought the veil primer, don't like it either"
"1588398354-7341","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Skin Matching Foundation","https://www.beautypedia.com/products/skin-matching-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","Here's another liquid foundation claiming to intuitively adjust to skin's color and texture. Don't believe it! It simply isn't possible. The formula for this foundation is quite dated—we haven't seen something like this since the 1980s were giving up the ""me decade"" ghost to the emerging trend of grunge music and flannel clothing! The fragranced formula has a fluid yet creamy texture with almost too much slip, so blending takes longer than it should. Coverage is sheer to medium, but can look spotty and choppy even if you blend carefully. Add to that a somewhat tacky finish that feels moist but looks chalky matte, and here is a foundation to leave on the shelf! The colors (which are only for light to medium skin tones) look more neutral in the tube than they do on skin.
Pros:

Inexpensive (and in this case you really do get what you pay for).


Cons:

Outdated formula cannot even come close to making good on its skin- and texture-matching claims.
Colors look more peachy or pink on skin than they do in the tube.
Highly fragranced.
Looks choppy and uneven despite careful blending.
The finish feels moist and tacky yet looks matte and dry.","Skin Matching Foundation","NYC New York Color","",""
"1588398389-7382","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","4-in-1 Pressed Mineral Makeup SPF 15","https://www.beautypedia.com/products/4-in-1-pressed-mineral-makeup-spf-15/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","4-in-1 Pressed Mineral Makeup SPF 15","Pürminerals","love love love","I love this foundation so much. It has great coverage. I also ADORE their mineral glow. It's a perfect bronzer/highlighter combination. Loving it."
"1588398909-7598","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Celebration Foundation™","https://www.beautypedia.com/products/celebration-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Celebration Foundation™","IT Cosmetics","Caused cyclic acne on fave and neck, irritated eyes","Bought this through shopping channel.  I'm in my early 50's. Based on the claims of won't cause breakouts, good for your skin, makes you look younger, ease of application, etc., etc. I couldn't wait to get mine and try it and look beautiful as the models on TSC.  I tried it several times over a year and every time I looked older, very greasy all over my face after a few hours, it accentuated lines, wrinkles, pores, scars, all imperfections stood out like a light beam. The cystic acne it caused every time I wore it took months to heal.  The brush that came with it isn't that great. Big loud hype for a mediocre at best product.  Not worth the money."
"1588398371-7354","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Double Wear Stay-in-Place Makeup","https://www.beautypedia.com/products/double-wear-stay-in-place-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Double Wear Stay-in-Place Makeup","Estee Lauder","Trusty Foundation","Great all day, full coverage makeup. I have combination/acne prone skin."
