web-scraper-order,web-scraper-start-url,category-link,category-link-href,sub-category,sub-category-href,product-links,product-links-href,brand,concealer-category,concealer-category-href,name,next-page,next-page-href,reviews-text,top-positive-review,stars,review-keyword,top-negative-review
"1588347715-4832","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Clear Complexion Concealer","https://www.ulta.com/clear-complexion-concealer?productId=xlsImpprod3520009","Almay","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Clear Complexion Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I love this product. I have very sensitive skin that is highly acne prone. This concealer actually helps my skin by clearing it up & reducing redness. It's summer, so I use this as a foundation paired with a sensitive skin primer, & it stays in place and keeps my skin looking great.","","5","Acne prone, dry, sensitive skin",""
"1588347731-4846","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal & Define Supersize Concealer","https://www.ulta.com/conceal-define-supersize-concealer?productId=pimprod2000265","Makeup Revolution","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Conceal & Define Supersize Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","It last sooo long. I put it on in the morning and it stays time I'm ready to wash it off at night","","5","Perfect",""
"1588347964-5032","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Studio Pro Total Coverage Concealer","https://www.ulta.com/studio-pro-total-coverage-concealer?productId=xlsImpprod17721267","BH Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Studio Pro Total Coverage Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I don't know why this concealer doesn't get a lot more recognition I 100 percent recommend it it's full coverage it's affordable it's long wearing and it blends out beautifully.. buy it now thank me later.","","5","This concealer is freaking amazing!!",""
"1588348683-5835","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Disappearing Ink 4-in-1 Face Concealer","https://www.ulta.com/disappearing-ink-4-in-1-face-concealer?productId=xlsImpprod11151051","PÜR","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Disappearing Ink 4-in-1 Face Concealer","","","This is the most amazing concealer. I have many trouble spots and this covers them all. Not heavy, stays on all day. This does not get cakey looking by middle of the day. Stays smooth. I don't have to touch it up.","","5","Amazing!!!!",""
"1588349391-6495","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","BAREPRO 16-HR Full Coverage Concealer","https://www.ulta.com/barepro-16-hr-full-coverage-concealer?productId=xlsImpprod17691279","bareMinerals","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","BAREPRO 16-HR Full Coverage Concealer","","","","I've been using this concealer for a few days now and I absolutely love it! It has great pigmentation, but still feels very light. 

I always get lines under my eyes when wearing concealer, but some concealers make the lines much worse than others. With this concealer, the lines are very very slight...","","",""
"1588347850-4903","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","CANCELLED Light Diffusing V-Concealer","https://www.ulta.com/cancelled-light-diffusing-v-concealer?productId=pimprod2007405","SMITH & CULT","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","CANCELLED Light Diffusing V-Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","This is a super dewy concealer and I find that it oxidized. 
After much trial and error I found that I can use the shade 200 to color correct around my mouth. But I must use a matte-er foundation on top.","","2","Don't regret it but not repurchasing",""
"1588348904-6131","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Studio Skin Flawless 24 Hour Concealer","https://www.ulta.com/studio-skin-flawless-24-hour-concealer?productId=pimprod2002700","Smashbox","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Studio Skin Flawless 24 Hour Concealer","","","","I did receive this in the shade Fair Light Warm as a complimentary product to test and give my honest thoughts about, so here are my thoughts.  I have terrible dark, Crease prone under eyes. I've tried a couple different concealers and they'll crease so badly within an hour or so the. pretty much ju...","","",""
"1588348159-5198","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Circle\Delete Concealer","https://www.ulta.com/circledelete-concealer?productId=pimprod2004082","jane iredale","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Circle\Delete Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","It covers the purple under my eyes well. It sometimes settles into my lines so I've tried to use less. I've had a lot of dryness around my eyes so that doesn't help but it does a good job covering.","","4","Covers well",""
"1588348693-5846","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Nudies Tinted Blur Stick","https://www.ulta.com/nudies-tinted-blur-stick?productId=xlsImpprod18231039","NUDESTIX","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Nudies Tinted Blur Stick","","","I really like this product for a light/minimal makeup day. It provides light/natural-looking coverage that helps to even my skin tone/hide redness. I have oily skin, so I find this works best with a light dust of mineral veil on top.","","5","Perfect for light makeup day",""
"1588349370-6461","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Fit Me Concealer","https://www.ulta.com/fit-me-concealer?productId=xlsImpprod2980149","Maybelline","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Fit Me Concealer","","","Easy to blend medium coverage concealer","","4","Good everyday concealer",""
"1588348128-5156","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Illumi-Naughty Highlighting and Concealing Pen","https://www.ulta.com/illumi-naughty-highlighting-concealing-pen?productId=xlsImpprod16731027","Wet n Wild","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Illumi-Naughty Highlighting and Concealing Pen","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","For Wet n wild I feel like this is a little pricey since you don't get very much product in the pen. It is very creamy and blends nicely","","3","I really like it but...",""
"1588348925-6155","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Bye Bye Breakout Full-Coverage Concealer","https://www.ulta.com/bye-bye-breakout-full-coverage-concealer?productId=xlsImpprod16411277","It Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Bye Bye Breakout Full-Coverage Concealer","","","Great coverage, non greasy, no negative effects on skin","","5","Definitely yes",""
"1588347795-4859","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Under Eye Concealer & Highlighter","https://www.ulta.com/under-eye-concealer-highlighter?productId=xlsImpprod14521149","e.l.f. Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Under Eye Concealer & Highlighter","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","This concealer was okay. The highlighter was horrible and didn't do anything, the actual concealer part was a very sheer coverage but still worked for spot coverage. My biggest problem was with the smell however which was like vanilla yogurt, and there is not a ton of product.","","2","okay.....",""
"1588348683-5831","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Disappearing Ink 4-in-1 Face Concealer","https://www.ulta.com/disappearing-ink-4-in-1-face-concealer?productId=xlsImpprod11151051","PÜR","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Disappearing Ink 4-in-1 Face Concealer","","","I use this concealer to cover dark circles under my eyes","","5","Excellent Product",""
"1588349296-6370","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Travel Size Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer","https://www.ulta.com/travel-size-bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer?productId=xlsImpprod12871043","It Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Travel Size Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer","","","","","","","Bad"
"1588349391-6496","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","BAREPRO 16-HR Full Coverage Concealer","https://www.ulta.com/barepro-16-hr-full-coverage-concealer?productId=xlsImpprod17691279","bareMinerals","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","BAREPRO 16-HR Full Coverage Concealer","","","","","","","Great product, but for the price needs more"
"1588349327-6406","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Fluidity Full-Coverage Concealer","https://www.ulta.com/fluidity-full-coverage-concealer?productId=pimprod2003461","Morphe","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Fluidity Full-Coverage Concealer","","","I purchased this concealer after discovering that Ulta discontinued selling colourpop no filter concealer which is my holy grail. I bought this with high hopes covering up my dark under eye circles just as much as what the color pop concealer did for me. This concealer is more of a light to medium coverage which to me did not meet the claims of this product. I DO NOT recommend this product to anyone looking for full coverage.","","3","NOT full coverage",""
"1588347839-4899","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","True Match Super-Blendable Crayon Concealer","https://www.ulta.com/true-match-super-blendable-crayon-concealer?productId=xlsImpprod4960077","L'Oréal","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","True Match Super-Blendable Crayon Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","In my opinion given the design of this is a crayon it works superbly as a spot coverage.  I have a few small age spots plus a few small scars and this crayon works great to simply dot the spot I want covered.  I first do a gentle dot on what I want covered, add more if needed.  I pat it in and it bl...","","",""
"1588349317-6391","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Shape Tape Glow Wand","https://www.ulta.com/shape-tape-glow-wand?productId=pimprod2012611","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Shape Tape Glow Wand","","","Made my decision to purchase once I read it can be worn without makeup, and I don't regret it! The consistency is slightly less thicker than the shape tape concealer which makes it perfect for the little sponge it comes with (although the cap gets knocked off easily in my makeup pouch.) Blended out, it looks sheeny and natural on both makeup and bare skin. The description claims it can be mixed with moisturizer, which I have yet to figure out because of the stopper, but I would purchase again!","","4","Love it!",""
"1588348346-5409","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Stay Woke Luminous Brightening Concealer","https://www.ulta.com/stay-woke-luminous-brightening-concealer?productId=pimprod2006201","UOMA Beauty","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Stay Woke Luminous Brightening Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I have very fair skin and the lightest shade is too dark and doesn't even match the lightest shade of foundation.","","3","lightest shade too dark",""
"1588348790-5969","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Airbrush Concealer","https://www.ulta.com/airbrush-concealer?productId=xlsImpprod10791949","Clinique","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Airbrush Concealer","","","I was really surprised about this product. It stays on pretty well and it's a great color (#5). I am not sure how long the tube will last but I love how it's easy to place where it's needed.","","4","Pretty good!",""
"1588349411-6514","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Hydrating Camo Concealer","https://www.ulta.com/hydrating-camo-concealer?productId=pimprod2013395","e.l.f. Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Hydrating Camo Concealer","","","I loved this product. The consistency is perfect, the shade matched my skin great, it didnt crease or dry me out. Lasted all day and didnt budge for me, but it broke me out badly and have me weird milia  :( super bummed out!","","3","Great but broke me out",""
"1588348652-5786","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","FaceStudio Master Conceal","https://www.ulta.com/facestudio-master-conceal?productId=xlsImpprod11851131","Maybelline","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","FaceStudio Master Conceal","","","I was so excited to try it but it had No coverage for me and it's To sticky","","1","No",""
"1588347715-4840","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Clear Complexion Concealer","https://www.ulta.com/clear-complexion-concealer?productId=xlsImpprod3520009","Almay","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Clear Complexion Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I put a swatch of it in every area that needs extra coverage then use a stipple brush to blend over my whole face.","","5","The only product i use for foundation",""
"1588349496-6634","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Travel Size Shape Tape Concealer","https://www.ulta.com/travel-size-shape-tape-concealer?productId=pimprod2009198","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Travel Size Shape Tape Concealer","","","","I plan to reorder the larger size.  LIGHT w/PINK UNDERTONES","","",""
"1588349317-6396","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Shape Tape Glow Wand","https://www.ulta.com/shape-tape-glow-wand?productId=pimprod2012611","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Shape Tape Glow Wand","","","","Dry skin gals rejoice!","","",""
"1588349296-6371","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Travel Size Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer","https://www.ulta.com/travel-size-bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer?productId=xlsImpprod12871043","It Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Travel Size Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer","","","","","","","This concealer irritated my skins dried up my under eyes and woke up with swollen irritated under eyes  it's been 2 days and it wont go away and I have a fashion show don't know what to do to make it go away"
"1588348904-6121","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Studio Skin Flawless 24 Hour Concealer","https://www.ulta.com/studio-skin-flawless-24-hour-concealer?productId=pimprod2002700","Smashbox","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Studio Skin Flawless 24 Hour Concealer","","","I don't like to use a lot of makeup, and I don't really mind my blemishes being a little noticeable, but my skin gets really red when I break out.  It's caused me to be very insecure over the years, and I was looking for something to cover the redness.  I've always been very pale, and this concealer just so happened to have a shade light enough to fit my preferences.  It's now my go-to concealer, and does an excellent job at hiding my redness.  It does have a bit of a blending problem on its own, but I've found that with the right primer (I use smashbox's moisturizing primerizer, I think) and foundation (something more on the dewy side) and the right methods, this is hardly a problem.  It doesn't move around too much, and touching up might be necessary after a day out, but it does a good job overall.  Also looks pretty natural, which is a plus.","","4","Pretty good",""
"1588349306-6378","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","16HR Camo Concealer","https://www.ulta.com/16hr-camo-concealer?productId=pimprod2002811","e.l.f. Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","16HR Camo Concealer","","","This is great if you want a long wearing shadow if you have oily eyes","","5","New favorite concealer",""
"1588348609-5764","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Flawless Fusion Ultra-Longwear Concealer","https://www.ulta.com/flawless-fusion-ultra-longwear-concealer?productId=pimprod2012431","Laura Mercier","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Flawless Fusion Ultra-Longwear Concealer","","","","","","","Perfect Color Fit, but oh the creasing"
"1588348726-5889","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Cover Care Full Coverage Concealer","https://www.ulta.com/cover-care-full-coverage-concealer?productId=pimprod2015275","Dermablend","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Cover Care Full Coverage Concealer","","","This product compare to other products I've tried by a little goes a long way, it feels light and coverage is great
Some benefits of owning this product is that it doesn't feel cakey
I would buy this product
I would recommend this product to my friends or family","","5","Light yet amazing coverage",""
"1588349359-6442","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Boi-ing Industrial Strength Concealer ''The Original Full-Coverage Concealer''","https://www.ulta.com/boi-ing-industrial-strength-concealer-original-full-coverage-concealer?productId=xlsImpprod16251012","Benefit Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Boi-ing Industrial Strength Concealer ''The Original Full-Coverage Concealer''","","","the formula  has definitely  changed not as good as the old one. I use it cover up broken capillaries.  it use to last longer.","","2","something  changed",""
"1588348211-5241","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Hide The Evidence Double Concealer","https://www.ulta.com/hide-evidence-double-concealer?productId=xlsImpprod18941001","Flesh","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Hide The Evidence Double Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","Not worth the money, no coverage very shear","","2","Not worth the money",""
